fold_id,horizon,task_type,threshold_mode,threshold_value,vol_k,accuracy,balanced_accuracy,train_size,test_size,train_start,train_end,test_start,test_end,precision,recall,f1,roc_auc,positive_rate_true,positive_rate_pred,model,total_return,annual_return,annual_volatility,sharpe,max_drawdown,trades,turnover,avg_position,exposure_rate,no_trade_rate,non_overlap_total_return,non_overlap_annual_return,non_overlap_sharpe,non_overlap_max_drawdown,non_overlap_trades,non_overlap_n_periods,macro_precision,macro_recall,macro_f1,weighted_f1,class_-1_f1,class_0_f1,class_1_f1,pred_down_rate,pred_neutral_rate,pred_up_rate
8,1,three_class,volatility_adjusted,,0.5,0.4603,0.3333,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1534,0.3333,0.2101,0.2902,0.0,0.6304,0.0,0.0,1.0,0.0
8,1,three_class,volatility_adjusted,,0.5,0.373,0.3381,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,,,,,,,DummyStratified,0.0366,0.0733,0.0539,1.36,-0.0294,54,0.4286,0.2857,0.2857,0.7143,0.0366,0.0733,1.36,-0.0294,54,126,0.3389,0.3381,0.3381,0.3725,0.2069,0.4915,0.3158,0.2381,0.4762,0.2857
8,1,three_class,volatility_adjusted,,0.5,0.3175,0.3333,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,,,,,,,LogisticRegression,0.144,0.275,0.1072,2.5666,-0.0401,1,0.0079,1.0,1.0,0.0,0.144,0.275,2.5666,-0.0401,1,126,0.1058,0.3333,0.1606,0.153,0.0,0.0,0.4819,0.0,0.0,1.0
8,1,three_class,volatility_adjusted,,0.5,0.3968,0.3427,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,,,,,,,RandomForestClassifier,0.0105,0.0243,0.0827,0.2943,-0.0403,29,0.2302,0.4444,0.4444,0.5556,0.0105,0.0243,0.2943,-0.0403,29,126,0.3155,0.3427,0.3233,0.3785,0.0476,0.5263,0.3958,0.1111,0.4444,0.4444
8,1,three_class,volatility_adjusted,,0.5,0.3413,0.3796,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,,,,,,,GradientBoostingClassifier,0.0362,0.0724,0.0496,1.4588,-0.0217,7,0.0556,0.0794,0.0794,0.9206,0.0362,0.0724,1.4588,-0.0217,7,126,0.4423,0.3796,0.3247,0.3295,0.3551,0.3789,0.24,0.627,0.2937,0.0794
9,1,three_class,volatility_adjusted,,0.5,0.3413,0.3333,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1138,0.3333,0.1696,0.1737,0.0,0.5089,0.0,0.0,1.0,0.0
9,1,three_class,volatility_adjusted,,0.5,0.3492,0.3466,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,,,,,,,DummyStratified,0.0062,0.0171,0.0978,0.1753,-0.0593,54,0.4286,0.2857,0.2857,0.7143,0.0062,0.0171,0.1753,-0.0593,54,126,0.3519,0.3466,0.3427,0.3445,0.2899,0.3883,0.35,0.2381,0.4762,0.2857
9,1,three_class,volatility_adjusted,,0.5,0.3492,0.3333,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,,,,,,,LogisticRegression,0.0227,0.0612,0.1802,0.3395,-0.1287,1,0.0079,1.0,1.0,0.0,0.0227,0.0612,0.3395,-0.1287,1,126,0.1164,0.3333,0.1725,0.1808,0.0,0.0,0.5176,0.0,0.0,1.0
9,1,three_class,volatility_adjusted,,0.5,0.373,0.3684,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,,,,,,,RandomForestClassifier,0.0195,0.0487,0.1428,0.3414,-0.068,24,0.1905,0.5238,0.5238,0.4762,0.0195,0.0487,0.3414,-0.068,24,126,0.3912,0.3684,0.3659,0.3675,0.3226,0.375,0.4,0.1825,0.2937,0.5238
9,1,three_class,volatility_adjusted,,0.5,0.3492,0.3558,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,,,,,,,GradientBoostingClassifier,0.0221,0.0494,0.106,0.4659,-0.0456,16,0.127,0.246,0.246,0.754,0.0221,0.0494,0.4659,-0.0456,16,126,0.3736,0.3558,0.3433,0.3415,0.3889,0.3478,0.2933,0.5476,0.2063,0.246
10,1,three_class,volatility_adjusted,,0.5,0.4365,0.3333,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1455,0.3333,0.2026,0.2653,0.0,0.6077,0.0,0.0,1.0,0.0
10,1,three_class,volatility_adjusted,,0.5,0.2857,0.2661,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,,,,,,,DummyStratified,-0.1179,-0.2433,0.1214,-2.0042,-0.1279,56,0.4444,0.3016,0.3016,0.6984,-0.1179,-0.2433,-2.0042,-0.1279,56,126,0.2656,0.2661,0.2641,0.2836,0.2029,0.3894,0.2,0.2381,0.4603,0.3016
10,1,three_class,volatility_adjusted,,0.5,0.2222,0.2898,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,,,,,,,LogisticRegression,-0.2178,-0.4642,0.2295,-2.0222,-0.2452,3,0.0238,0.8968,0.8968,0.1032,-0.2178,-0.4642,-2.0222,-0.2452,3,126,0.1053,0.2898,0.137,0.1065,0.0385,0.0,0.3724,0.1032,0.0,0.8968
10,1,three_class,volatility_adjusted,,0.5,0.3016,0.305,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,,,,,,,RandomForestClassifier,-0.2147,-0.4602,0.212,-2.1711,-0.2147,17,0.1349,0.5317,0.5317,0.4683,-0.2147,-0.4602,-2.1711,-0.2147,17,126,0.2754,0.305,0.2662,0.2801,0.0755,0.4,0.3232,0.1111,0.3571,0.5317
10,1,three_class,volatility_adjusted,,0.5,0.3492,0.3463,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,,,,,,,GradientBoostingClassifier,-0.0652,-0.1202,0.1705,-0.7047,-0.0876,33,0.2619,0.4841,0.4841,0.5159,-0.0652,-0.1202,-0.7047,-0.0876,33,126,0.3662,0.3463,0.3146,0.3284,0.1633,0.4364,0.3441,0.0794,0.4365,0.4841
11,1,three_class,volatility_adjusted,,0.5,0.4127,0.3333,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1376,0.3333,0.1948,0.2411,0.0,0.5843,0.0,0.0,1.0,0.0
11,1,three_class,volatility_adjusted,,0.5,0.3492,0.3305,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,,,,,,,DummyStratified,-0.022,-0.0389,0.1067,-0.3644,-0.0702,53,0.4206,0.2937,0.2937,0.7063,-0.022,-0.0389,-0.3644,-0.0702,53,126,0.3286,0.3305,0.329,0.3452,0.2388,0.4587,0.2895,0.254,0.4524,0.2937
11,1,three_class,volatility_adjusted,,0.5,0.2778,0.3333,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,,,,,,,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.0926,0.3333,0.1449,0.1208,0.4348,0.0,0.0,1.0,0.0,0.0
11,1,three_class,volatility_adjusted,,0.5,0.4127,0.3988,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,,,,,,,RandomForestClassifier,0.0346,0.0807,0.1597,0.5053,-0.1174,45,0.3571,0.4127,0.4127,0.5873,0.0346,0.0807,0.5053,-0.1174,45,126,0.3989,0.3988,0.3943,0.4114,0.25,0.5155,0.4176,0.2302,0.3571,0.4127
11,1,three_class,volatility_adjusted,,0.5,0.4206,0.3835,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,,,,,,,GradientBoostingClassifier,0.1012,0.1999,0.1187,1.6846,-0.0588,38,0.3016,0.3571,0.3571,0.6429,0.1012,0.1999,1.6846,-0.0588,38,126,0.3521,0.3835,0.3393,0.3667,0.05,0.5156,0.4524,0.0397,0.6032,0.3571
12,1,three_class,volatility_adjusted,,0.5,0.4365,0.3333,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1455,0.3333,0.2026,0.2653,0.0,0.6077,0.0,0.0,1.0,0.0
12,1,three_class,volatility_adjusted,,0.5,0.3571,0.3268,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,,,,,,,DummyStratified,-0.0448,-0.0894,0.068,-1.3153,-0.0716,53,0.4206,0.2937,0.2937,0.7063,-0.0448,-0.0894,-1.3153,-0.0716,53,126,0.3253,0.3268,0.326,0.3551,0.1846,0.5,0.2933,0.254,0.4524,0.2937
12,1,three_class,volatility_adjusted,,0.5,0.2619,0.3333,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,,,,,,,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.0873,0.3333,0.1384,0.1087,0.4151,0.0,0.0,1.0,0.0,0.0
12,1,three_class,volatility_adjusted,,0.5,0.4365,0.4439,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,,,,,,,RandomForestClassifier,0.0613,0.1206,0.0582,2.0738,-0.0164,22,0.1746,0.1667,0.1667,0.8333,0.0613,0.1206,2.0738,-0.0164,22,126,0.4448,0.4439,0.4152,0.4279,0.4536,0.5208,0.2712,0.5079,0.3254,0.1667
12,1,three_class,volatility_adjusted,,0.5,0.4048,0.3834,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,,,,,,,GradientBoostingClassifier,0.0287,0.0595,0.0753,0.7909,-0.033,39,0.3095,0.3254,0.3254,0.6746,0.0287,0.0595,0.7909,-0.033,39,126,0.3859,0.3834,0.3833,0.4018,0.3,0.4956,0.3544,0.2143,0.4603,0.3254
13,1,three_class,volatility_adjusted,,0.5,0.4286,0.3333,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1429,0.3333,0.2,0.2571,0.0,0.6,0.0,0.0,1.0,0.0
13,1,three_class,volatility_adjusted,,0.5,0.2937,0.2554,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,,,,,,,DummyStratified,-0.0034,-0.005,0.0597,-0.0836,-0.0287,53,0.4206,0.2937,0.2937,0.7063,-0.0034,-0.005,-0.0836,-0.0287,53,126,0.2729,0.2554,0.2616,0.3025,0.0714,0.3604,0.3529,0.254,0.4524,0.2937
13,1,three_class,volatility_adjusted,,0.5,0.1905,0.3333,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,,,,,,,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.0635,0.3333,0.1067,0.061,0.32,0.0,0.0,1.0,0.0,0.0
13,1,three_class,volatility_adjusted,,0.5,0.3889,0.4097,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,,,,,,,RandomForestClassifier,0.0469,0.0932,0.0537,1.735,-0.0167,10,0.0794,0.127,0.127,0.873,0.0469,0.0932,1.735,-0.0167,10,126,0.4744,0.4097,0.3774,0.406,0.2766,0.5745,0.2812,0.5556,0.3175,0.127
13,1,three_class,volatility_adjusted,,0.5,0.4127,0.3603,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,,,,,,,GradientBoostingClassifier,0.0447,0.0887,0.0494,1.7966,-0.0198,10,0.0794,0.1587,0.1587,0.8413,0.0447,0.0887,1.7966,-0.0198,10,126,0.3908,0.3603,0.3475,0.3968,0.1455,0.5736,0.3235,0.246,0.5952,0.1587
14,1,three_class,volatility_adjusted,,0.5,0.4603,0.3333,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1534,0.3333,0.2101,0.2902,0.0,0.6304,0.0,0.0,1.0,0.0
14,1,three_class,volatility_adjusted,,0.5,0.3571,0.3389,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,,,,,,,DummyStratified,0.0086,0.0207,0.0829,0.2493,-0.0506,53,0.4206,0.2937,0.2937,0.7063,0.0086,0.0207,0.2493,-0.0506,53,126,0.3376,0.3389,0.3377,0.3583,0.2667,0.4348,0.3117,0.254,0.4524,0.2937
14,1,three_class,volatility_adjusted,,0.5,0.4603,0.3333,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,,,,,,,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1534,0.3333,0.2101,0.2902,0.0,0.6304,0.0,0.0,1.0,0.0
14,1,three_class,volatility_adjusted,,0.5,0.4762,0.4224,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,,,,,,,RandomForestClassifier,0.0566,0.1175,0.1215,0.9674,-0.072,20,0.1587,0.6349,0.6349,0.3651,0.0566,0.1175,0.9674,-0.072,20,126,0.3523,0.4224,0.3627,0.4295,0.0,0.5882,0.5,0.0159,0.3492,0.6349
14,1,three_class,volatility_adjusted,,0.5,0.4444,0.4258,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,,,,,,,GradientBoostingClassifier,-0.0234,-0.043,0.0929,-0.4634,-0.0555,22,0.1746,0.3413,0.3413,0.6587,-0.0234,-0.043,-0.4634,-0.0555,22,126,0.4405,0.4258,0.4249,0.4616,0.3235,0.6139,0.3373,0.3175,0.3413,0.3413
15,1,three_class,volatility_adjusted,,0.5,0.3968,0.3333,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1323,0.3333,0.1894,0.2255,0.0,0.5682,0.0,0.0,1.0,0.0
15,1,three_class,volatility_adjusted,,0.5,0.3254,0.3151,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,,,,,,,DummyStratified,-0.0489,-0.0978,0.0693,-1.4111,-0.0618,56,0.4444,0.3016,0.3016,0.6984,-0.0489,-0.0978,-1.4111,-0.0618,56,126,0.3165,0.3151,0.3143,0.3213,0.3077,0.4074,0.2278,0.2381,0.4603,0.3016
15,1,three_class,volatility_adjusted,,0.5,0.3968,0.3333,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,,,,,,,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1323,0.3333,0.1894,0.2255,0.0,0.5682,0.0,0.0,1.0,0.0
15,1,three_class,volatility_adjusted,,0.5,0.3571,0.3518,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,,,,,,,RandomForestClassifier,-0.0362,-0.0701,0.0842,-0.8321,-0.0602,46,0.3651,0.2937,0.2937,0.7063,-0.0362,-0.0701,-0.8321,-0.0602,46,126,0.3599,0.3518,0.3523,0.3626,0.2927,0.4565,0.3077,0.373,0.3333,0.2937
15,1,three_class,volatility_adjusted,,0.5,0.3968,0.3655,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,,,,,,,GradientBoostingClassifier,-0.053,-0.1013,0.1236,-0.8196,-0.0975,37,0.2937,0.4762,0.4762,0.5238,-0.053,-0.1013,-0.8196,-0.0975,37,126,0.2778,0.3655,0.3149,0.3438,0.0,0.5091,0.4356,0.0476,0.4762,0.4762
16,1,three_class,volatility_adjusted,,0.5,0.4603,0.3333,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,,,,,,,DummyMostFrequent,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.1534,0.3333,0.2101,0.2902,0.0,0.6304,0.0,0.0,1.0,0.0
16,1,three_class,volatility_adjusted,,0.5,0.381,0.3397,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,,,,,,,DummyStratified,-0.0746,-0.1497,0.1011,-1.4814,-0.1017,53,0.4206,0.2937,0.2937,0.7063,-0.0746,-0.1497,-1.4814,-0.1017,53,126,0.3446,0.3397,0.3411,0.3854,0.1724,0.5217,0.3291,0.254,0.4524,0.2937
16,1,three_class,volatility_adjusted,,0.5,0.2063,0.3333,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,,,,,,,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,126,0.0688,0.3333,0.114,0.0706,0.3421,0.0,0.0,1.0,0.0,0.0
16,1,three_class,volatility_adjusted,,0.5,0.4127,0.4132,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,,,,,,,RandomForestClassifier,0.0622,0.14,0.1989,0.7039,-0.1205,10,0.0794,0.1349,0.1349,0.8651,0.0622,0.14,0.7039,-0.1205,10,126,0.4178,0.4132,0.3794,0.4082,0.3373,0.5636,0.2373,0.4524,0.4127,0.1349
16,1,three_class,volatility_adjusted,,0.5,0.4444,0.4433,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,,,,,,,GradientBoostingClassifier,0.1107,0.2252,0.1772,1.2709,-0.0668,16,0.127,0.1349,0.1349,0.8651,0.1107,0.2252,1.2709,-0.0668,16,126,0.4359,0.4433,0.4047,0.4335,0.375,0.6018,0.2373,0.4286,0.4365,0.1349
0,5,binary,fixed,0.0,,0.627,0.5,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,0.627,1.0,0.7707,0.5,0.627,1.0,DummyMostFrequent,0.4286,0.1444,0.0545,2.6505,-0.0719,1,0.0079,1.0,1.0,0.0,0.0785,0.148,2.8368,-0.016,1,26,,,,,,,,,,
0,5,binary,fixed,0.0,,0.5159,0.489,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,0.6184,0.5949,0.6065,0.489,0.627,0.6032,DummyStratified,0.1951,0.0722,0.0414,1.7443,-0.0471,51,0.4048,0.6032,0.6032,0.3968,-0.0001,0.0004,0.0105,-0.0223,9,26,,,,,,,,,,
0,5,binary,fixed,0.0,,0.627,0.5,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,0.627,1.0,0.7707,0.6221,0.627,1.0,LogisticRegression,0.4286,0.1444,0.0545,2.6505,-0.0719,1,0.0079,1.0,1.0,0.0,0.0785,0.148,2.8368,-0.016,1,26,,,,,,,,,,
0,5,binary,fixed,0.0,,0.4683,0.4984,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,0.625,0.3797,0.4724,0.4991,0.627,0.381,RandomForestClassifier,0.1794,0.0667,0.0373,1.7876,-0.0413,29,0.2302,0.381,0.381,0.619,0.0062,0.0125,0.3685,-0.016,7,26,,,,,,,,,,
0,5,binary,fixed,0.0,,0.4444,0.4751,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,0.5957,0.3544,0.4444,0.5358,0.627,0.373,GradientBoostingClassifier,0.1694,0.0634,0.0387,1.6362,-0.0425,21,0.1667,0.373,0.373,0.627,0.0179,0.0353,0.9012,-0.016,7,26,,,,,,,,,,
1,5,binary,fixed,0.0,,0.7143,0.5,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,0.7143,1.0,0.8333,0.5,0.7143,1.0,DummyMostFrequent,0.322,0.1222,0.1426,0.8566,-0.3293,1,0.0079,1.0,1.0,0.0,0.0643,0.1272,1.1479,-0.067,1,26,,,,,,,,,,
1,5,binary,fixed,0.0,,0.5556,0.5056,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,0.7179,0.6222,0.6667,0.5056,0.7143,0.619,DummyStratified,0.3931,0.1373,0.0953,1.4407,-0.1334,53,0.4206,0.619,0.619,0.381,0.0014,0.0064,0.0759,-0.0557,9,26,,,,,,,,,,
1,5,binary,fixed,0.0,,0.7143,0.5,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,0.7143,1.0,0.8333,0.375,0.7143,1.0,LogisticRegression,0.322,0.1222,0.1426,0.8566,-0.3293,1,0.0079,1.0,1.0,0.0,0.0643,0.1272,1.1479,-0.067,1,26,,,,,,,,,,
1,5,binary,fixed,0.0,,0.4048,0.4667,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,0.6744,0.3222,0.4361,0.4148,0.7143,0.3413,RandomForestClassifier,0.1117,0.0459,0.0841,0.5456,-0.1711,19,0.1508,0.3413,0.3413,0.6587,0.0361,0.0698,1.5696,-0.011,11,26,,,,,,,,,,
1,5,binary,fixed,0.0,,0.2698,0.4722,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,0.0,0.0,0.0,0.4002,0.7143,0.0159,GradientBoostingClassifier,-0.0384,-0.0155,0.0177,-0.8733,-0.0384,2,0.0159,0.0159,0.0159,0.9841,0.0,0.0,0.0,0.0,0,26,,,,,,,,,,
2,5,binary,fixed,0.0,,0.6508,0.5,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,0.6508,1.0,0.7885,0.5,0.6508,1.0,DummyMostFrequent,0.7856,0.2361,0.0853,2.7679,-0.1111,1,0.0079,1.0,1.0,0.0,0.1361,0.2521,2.7524,-0.0244,1,26,,,,,,,,,,
2,5,binary,fixed,0.0,,0.4524,0.4002,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,0.5802,0.5732,0.5767,0.4002,0.6508,0.6429,DummyStratified,0.2972,0.107,0.075,1.4258,-0.0957,51,0.4048,0.6429,0.6429,0.3571,0.0181,0.0378,0.4839,-0.046,11,26,,,,,,,,,,
2,5,binary,fixed,0.0,,0.6508,0.5,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,0.6508,1.0,0.7885,0.4773,0.6508,1.0,LogisticRegression,0.7856,0.2361,0.0853,2.7679,-0.1111,1,0.0079,1.0,1.0,0.0,0.1361,0.2521,2.7524,-0.0244,1,26,,,,,,,,,,
2,5,binary,fixed,0.0,,0.5556,0.5216,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,0.6667,0.6341,0.65,0.5527,0.6508,0.619,RandomForestClassifier,0.5189,0.1703,0.0756,2.2524,-0.0795,6,0.0476,0.619,0.619,0.381,0.093,0.1756,2.2737,-0.0244,2,26,,,,,,,,,,
2,5,binary,fixed,0.0,,0.5238,0.5025,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,0.6528,0.5732,0.6104,0.5773,0.6508,0.5714,GradientBoostingClassifier,0.4043,0.1388,0.0753,1.8441,-0.1111,2,0.0159,0.5714,0.5714,0.4286,0.0806,0.1534,2.0344,-0.0244,2,26,,,,,,,,,,
3,5,binary,fixed,0.0,,0.5556,0.5,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,0.5556,1.0,0.7143,0.5,0.5556,1.0,DummyMostFrequent,-0.0997,-0.0234,0.1921,-0.1218,-0.5844,1,0.0079,1.0,1.0,0.0,-0.0115,-0.0048,-0.0257,-0.1551,1,26,,,,,,,,,,
3,5,binary,fixed,0.0,,0.4762,0.4589,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,0.5244,0.6143,0.5658,0.4589,0.5556,0.6508,DummyStratified,-0.2265,-0.0902,0.1568,-0.5753,-0.4533,51,0.4048,0.6508,0.6508,0.3492,-0.0677,-0.1291,-1.1334,-0.1257,11,26,,,,,,,,,,
3,5,binary,fixed,0.0,,0.4444,0.4268,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,0.5,0.5857,0.5395,0.3804,0.5556,0.6508,LogisticRegression,-0.3808,-0.1801,0.1489,-1.2095,-0.5494,7,0.0556,0.6508,0.6508,0.3492,-0.0663,-0.1218,-0.8231,-0.131,5,26,,,,,,,,,,
3,5,binary,fixed,0.0,,0.5397,0.5304,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,0.5811,0.6143,0.5972,0.5895,0.5556,0.5873,RandomForestClassifier,-0.1002,-0.0289,0.1623,-0.1778,-0.4652,25,0.1984,0.5873,0.5873,0.4127,-0.0251,-0.0385,-0.2629,-0.1124,7,26,,,,,,,,,,
3,5,binary,fixed,0.0,,0.7063,0.7107,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,0.7705,0.6714,0.7176,0.7686,0.5556,0.4841,GradientBoostingClassifier,0.8404,0.2512,0.1158,2.1689,-0.158,33,0.2619,0.4841,0.4841,0.5159,0.1445,0.2689,2.3465,-0.0439,11,26,,,,,,,,,,
4,5,binary,fixed,0.0,,0.6032,0.5,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,0.6032,1.0,0.7525,0.5,0.6032,1.0,DummyMostFrequent,0.3484,0.1274,0.1237,1.0295,-0.2401,1,0.0079,1.0,1.0,0.0,0.0652,0.1282,1.2047,-0.0568,1,26,,,,,,,,,,
4,5,binary,fixed,0.0,,0.4683,0.4361,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,0.5556,0.5921,0.5732,0.4361,0.6032,0.6429,DummyStratified,0.2137,0.0825,0.1003,0.8231,-0.2395,51,0.4048,0.6429,0.6429,0.3571,-0.0041,-0.004,-0.0442,-0.0791,11,26,,,,,,,,,,
4,5,binary,fixed,0.0,,0.3968,0.5,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,0.0,0.0,0.0,0.6808,0.6032,0.0,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,26,,,,,,,,,,
4,5,binary,fixed,0.0,,0.4048,0.4929,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,0.5556,0.0658,0.1176,0.4711,0.6032,0.0714,RandomForestClassifier,-0.0094,-0.0027,0.046,-0.0591,-0.1024,10,0.0794,0.0714,0.0714,0.9286,0.0003,0.0011,0.036,-0.0162,4,26,,,,,,,,,,
4,5,binary,fixed,0.0,,0.4365,0.4132,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,0.5333,0.5263,0.5298,0.3818,0.6032,0.5952,GradientBoostingClassifier,0.0375,0.0187,0.0884,0.2112,-0.2242,33,0.2619,0.5952,0.5952,0.4048,0.0527,0.1025,1.341,-0.0379,13,26,,,,,,,,,,
5,5,binary,fixed,0.0,,0.6984,0.5,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,0.6984,1.0,0.8224,0.5,0.6984,1.0,DummyMostFrequent,-0.4932,-0.2171,0.3216,-0.675,-0.8334,1,0.0079,1.0,1.0,0.0,-0.1199,-0.2138,-0.8484,-0.2737,1,26,,,,,,,,,,
5,5,binary,fixed,0.0,,0.5794,0.5269,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,0.716,0.6591,0.6864,0.5269,0.6984,0.6429,DummyStratified,0.0177,0.0339,0.2313,0.1465,-0.5517,51,0.4048,0.6429,0.6429,0.3571,-0.0104,-0.0056,-0.0328,-0.1439,11,26,,,,,,,,,,
