fold_id,threshold,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,class_-1_precision,class_-1_recall,class_-1_f1,class_0_precision,class_0_recall,class_0_f1,class_1_precision,class_1_recall,class_1_f1,true_down_rate,true_neutral_rate,true_up_rate,pred_down_rate,pred_neutral_rate,pred_up_rate,train_size,test_size,train_start,train_end,test_start,test_end,model,total_return,annual_return,annual_volatility,sharpe,max_drawdown,trades,turnover,avg_position,exposure_rate,no_trade_rate
12,0.0005,0.4683,0.3667,0.3667,0.3667,0.3666,0.468,0.4727,0.4643,0.4685,0.1111,0.1111,0.1111,0.5161,0.5246,0.5203,0.4444,0.0714,0.4841,0.4365,0.0714,0.4921,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,DummyStratified,0.0372,0.0761,0.0785,0.9695,-0.0523,64,0.5079,0.4921,0.4921,0.5079
12,0.0005,0.4444,0.3333,0.1481,0.3333,0.2051,0.2735,0.4444,1.0,0.6154,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,0.0714,0.4841,1.0,0.0,0.0,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
12,0.0005,0.4921,0.4166,0.4172,0.4166,0.416,0.4923,0.4839,0.5357,0.5085,0.2222,0.2222,0.2222,0.5455,0.4918,0.5172,0.4444,0.0714,0.4841,0.4921,0.0714,0.4365,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,RandomForestClassifier,0.0087,0.0207,0.0833,0.2489,-0.0708,58,0.4603,0.4365,0.4365,0.5635
12,0.0005,0.5238,0.3709,0.3472,0.3709,0.3498,0.4909,0.5122,0.375,0.433,0.0,0.0,0.0,0.5294,0.7377,0.6164,0.4444,0.0714,0.4841,0.3254,0.0,0.6746,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,GradientBoostingClassifier,0.0728,0.1453,0.0974,1.4914,-0.055,42,0.3333,0.6746,0.6746,0.3254
13,0.0005,0.5635,0.3333,0.1878,0.3333,0.2403,0.4062,0.0,0.0,0.0,0.0,0.0,0.0,0.5635,1.0,0.7208,0.3651,0.0714,0.5635,0.0,0.0,1.0,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,DummyMostFrequent,0.2366,0.4316,0.1138,3.792,-0.0588,1,0.0079,1.0,1.0,0.0
13,0.0005,0.4524,0.351,0.3518,0.351,0.3495,0.4576,0.3636,0.4348,0.396,0.1111,0.1111,0.1111,0.5806,0.507,0.5414,0.3651,0.0714,0.5635,0.4365,0.0714,0.4921,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,DummyStratified,0.0588,0.1174,0.0792,1.4822,-0.0342,64,0.5079,0.4921,0.4921,0.5079
13,0.0005,0.3651,0.3333,0.1217,0.3333,0.1783,0.1953,0.3651,1.0,0.5349,0.0,0.0,0.0,0.0,0.0,0.0,0.3651,0.0714,0.5635,1.0,0.0,0.0,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
13,0.0005,0.254,0.2864,0.2416,0.2864,0.191,0.194,0.3373,0.6087,0.4341,0.0541,0.2222,0.087,0.3333,0.0282,0.0519,0.3651,0.0714,0.5635,0.6587,0.2937,0.0476,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,RandomForestClassifier,-0.0207,-0.0413,0.0334,-1.2373,-0.0351,8,0.0635,0.0476,0.0476,0.9524
13,0.0005,0.3492,0.2704,0.2468,0.2704,0.2414,0.3299,0.3086,0.5435,0.3937,0.0,0.0,0.0,0.4318,0.2676,0.3304,0.3651,0.0714,0.5635,0.6429,0.0079,0.3492,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,GradientBoostingClassifier,-0.0161,-0.0299,0.0712,-0.4201,-0.0651,20,0.1587,0.3492,0.3492,0.6508
14,0.0005,0.5794,0.3333,0.1931,0.3333,0.2446,0.4251,0.0,0.0,0.0,0.0,0.0,0.0,0.5794,1.0,0.7337,0.3651,0.0556,0.5794,0.0,0.0,1.0,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,DummyMostFrequent,0.1003,0.2,0.1331,1.5024,-0.0841,1,0.0079,1.0,1.0,0.0
14,0.0005,0.4444,0.3524,0.3464,0.3524,0.3465,0.4519,0.3636,0.4348,0.396,0.1111,0.1429,0.125,0.5645,0.4795,0.5185,0.3651,0.0556,0.5794,0.4365,0.0714,0.4921,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,DummyStratified,0.0261,0.0562,0.0963,0.5834,-0.043,64,0.5079,0.4921,0.4921,0.5079
14,0.0005,0.3651,0.3333,0.1217,0.3333,0.1783,0.1953,0.3651,1.0,0.5349,0.0,0.0,0.0,0.0,0.0,0.0,0.3651,0.0556,0.5794,1.0,0.0,0.0,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
14,0.0005,0.4286,0.3513,0.3781,0.3513,0.3525,0.4295,0.3485,0.5,0.4107,0.25,0.1429,0.1818,0.5357,0.411,0.4651,0.3651,0.0556,0.5794,0.5238,0.0317,0.4444,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,RandomForestClassifier,-0.028,-0.0536,0.0798,-0.6709,-0.07,39,0.3095,0.4444,0.4444,0.5556
14,0.0005,0.4206,0.3117,0.2936,0.3117,0.2896,0.4105,0.3514,0.5652,0.4333,0.0,0.0,0.0,0.5294,0.3699,0.4355,0.3651,0.0556,0.5794,0.5873,0.0079,0.4048,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,GradientBoostingClassifier,0.001,0.0054,0.0816,0.0666,-0.0534,22,0.1746,0.4048,0.4048,0.5952
15,0.0005,0.5,0.3333,0.1667,0.3333,0.2222,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6667,0.4127,0.0873,0.5,0.0,0.0,1.0,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,DummyMostFrequent,-0.0168,-0.0236,0.1434,-0.1645,-0.1004,1,0.0079,1.0,1.0,0.0
15,0.0005,0.4206,0.3073,0.3014,0.3073,0.3042,0.4171,0.4364,0.4615,0.4486,0.0,0.0,0.0,0.4677,0.4603,0.464,0.4127,0.0873,0.5,0.4365,0.0714,0.4921,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,DummyStratified,-0.0384,-0.0726,0.1077,-0.6736,-0.1219,64,0.5079,0.4921,0.4921,0.5079
15,0.0005,0.4127,0.3333,0.1376,0.3333,0.1948,0.2411,0.4127,1.0,0.5843,0.0,0.0,0.0,0.0,0.0,0.0,0.4127,0.0873,0.5,1.0,0.0,0.0,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
15,0.0005,0.4524,0.34,0.3565,0.34,0.3299,0.4183,0.375,0.2308,0.2857,0.2,0.0909,0.125,0.4944,0.6984,0.5789,0.4127,0.0873,0.5,0.254,0.0397,0.7063,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,RandomForestClassifier,-0.0643,-0.1262,0.1155,-1.0929,-0.1049,32,0.254,0.7063,0.7063,0.2937
15,0.0005,0.4921,0.3627,0.3385,0.3627,0.3448,0.4736,0.4306,0.5962,0.5,0.0,0.0,0.0,0.5849,0.4921,0.5345,0.4127,0.0873,0.5,0.5714,0.0079,0.4206,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,GradientBoostingClassifier,0.0341,0.0706,0.0849,0.8311,-0.0349,24,0.1905,0.4206,0.4206,0.5794
16,0.0005,0.5397,0.3333,0.1799,0.3333,0.2337,0.3783,0.0,0.0,0.0,0.0,0.0,0.0,0.5397,1.0,0.701,0.3651,0.0952,0.5397,0.0,0.0,1.0,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,DummyMostFrequent,0.1971,0.3868,0.2328,1.6617,-0.1205,1,0.0079,1.0,1.0,0.0
16,0.0005,0.4365,0.3828,0.4037,0.3828,0.3899,0.4386,0.3455,0.413,0.3762,0.3333,0.25,0.2857,0.5323,0.4853,0.5077,0.3651,0.0952,0.5397,0.4365,0.0714,0.4921,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,DummyStratified,0.0382,0.084,0.1336,0.6288,-0.0969,64,0.5079,0.4921,0.4921,0.5079
16,0.0005,0.3651,0.3333,0.1217,0.3333,0.1783,0.1953,0.3651,1.0,0.5349,0.0,0.0,0.0,0.0,0.0,0.0,0.3651,0.0952,0.5397,1.0,0.0,0.0,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
16,0.0005,0.3254,0.3576,0.3335,0.3576,0.3042,0.3429,0.3462,0.3913,0.3673,0.125,0.4167,0.1923,0.5294,0.2647,0.3529,0.3651,0.0952,0.5397,0.4127,0.3175,0.2698,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,RandomForestClassifier,0.0501,0.1034,0.1057,0.9782,-0.0514,28,0.2222,0.2698,0.2698,0.7302
16,0.0005,0.4603,0.3711,0.357,0.3711,0.3176,0.4219,0.3936,0.8043,0.5286,0.0,0.0,0.0,0.6774,0.3088,0.4242,0.3651,0.0952,0.5397,0.746,0.0079,0.246,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,GradientBoostingClassifier,0.0557,0.1169,0.1294,0.9036,-0.1197,28,0.2222,0.246,0.246,0.754
0,0.001,0.4206,0.3333,0.1402,0.3333,0.1974,0.2491,0.0,0.0,0.0,0.0,0.0,0.0,0.4206,1.0,0.5922,0.2778,0.3016,0.4206,0.0,0.0,1.0,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,DummyMostFrequent,0.0756,0.1484,0.0725,2.0467,-0.0208,1,0.0079,1.0,1.0,0.0
0,0.001,0.3968,0.3918,0.4717,0.3918,0.3877,0.3933,0.3091,0.4857,0.3778,0.6923,0.2368,0.3529,0.4138,0.4528,0.4324,0.2778,0.3016,0.4206,0.4365,0.1032,0.4603,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,DummyStratified,-0.0221,-0.0434,0.0528,-0.8208,-0.0497,62,0.4921,0.4603,0.4603,0.5397
0,0.001,0.4206,0.3333,0.1402,0.3333,0.1974,0.2491,0.0,0.0,0.0,0.0,0.0,0.0,0.4206,1.0,0.5922,0.2778,0.3016,0.4206,0.0,0.0,1.0,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,LogisticRegression,0.0756,0.1484,0.0725,2.0467,-0.0208,1,0.0079,1.0,1.0,0.0
0,0.001,0.3175,0.3454,0.2485,0.3454,0.2374,0.2386,0.2871,0.8286,0.4265,0.0,0.0,0.0,0.4583,0.2075,0.2857,0.2778,0.3016,0.4206,0.8016,0.0079,0.1905,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,RandomForestClassifier,0.0138,0.0282,0.0367,0.7668,-0.0171,32,0.254,0.1905,0.1905,0.8095
0,0.001,0.2619,0.2949,0.2216,0.2949,0.1902,0.1837,0.2647,0.7714,0.3942,0.0,0.0,0.0,0.4,0.1132,0.1765,0.2778,0.3016,0.4206,0.8095,0.0714,0.119,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,GradientBoostingClassifier,0.0074,0.015,0.0242,0.6218,-0.0118,24,0.1905,0.119,0.119,0.881
1,0.001,0.5,0.3333,0.1667,0.3333,0.2222,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6667,0.3254,0.1746,0.5,0.0,0.0,1.0,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,DummyMostFrequent,0.0437,0.0948,0.1357,0.6986,-0.101,1,0.0079,1.0,1.0,0.0
1,0.001,0.3413,0.2898,0.2872,0.2898,0.2859,0.3382,0.2885,0.3659,0.3226,0.125,0.0909,0.1053,0.4483,0.4127,0.4298,0.3254,0.1746,0.5,0.4127,0.127,0.4603,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,DummyStratified,-0.0691,-0.1367,0.1123,-1.2176,-0.0956,60,0.4762,0.4603,0.4603,0.5397
1,0.001,0.2143,0.3543,0.3234,0.3543,0.1822,0.1404,0.2778,0.122,0.1695,0.1923,0.9091,0.3175,0.5,0.0317,0.0597,0.3254,0.1746,0.5,0.1429,0.8254,0.0317,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,LogisticRegression,-0.0233,-0.0454,0.0593,-0.7649,-0.0437,4,0.0317,0.0317,0.0317,0.9683
1,0.001,0.3413,0.3559,0.3451,0.3559,0.3182,0.3468,0.3182,0.1707,0.2222,0.1964,0.5,0.2821,0.5208,0.3968,0.4505,0.3254,0.1746,0.5,0.1746,0.4444,0.381,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,RandomForestClassifier,-0.0304,-0.054,0.1225,-0.4412,-0.0732,25,0.1984,0.381,0.381,0.619
1,0.001,0.246,0.2616,0.2572,0.2616,0.2324,0.2365,0.2537,0.4146,0.3148,0.1429,0.2273,0.1754,0.375,0.1429,0.2069,0.3254,0.1746,0.5,0.5317,0.2778,0.1905,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,GradientBoostingClassifier,-0.049,-0.0979,0.0704,-1.3916,-0.0589,32,0.254,0.1905,0.1905,0.8095
2,0.001,0.5079,0.3333,0.1693,0.3333,0.2246,0.3422,0.0,0.0,0.0,0.0,0.0,0.0,0.5079,1.0,0.6737,0.3571,0.1349,0.5079,0.0,0.0,1.0,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,DummyMostFrequent,0.1412,0.2704,0.1109,2.4382,-0.03,1,0.0079,1.0,1.0,0.0
2,0.001,0.3492,0.2932,0.2931,0.2932,0.2924,0.3501,0.3137,0.3556,0.3333,0.125,0.1176,0.1212,0.4407,0.4062,0.4228,0.3571,0.1349,0.5079,0.4048,0.127,0.4683,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,DummyStratified,-0.0053,-0.008,0.0724,-0.1112,-0.0389,62,0.4921,0.4683,0.4683,0.5317
2,0.001,0.1746,0.345,0.2135,0.345,0.1341,0.1132,0.0,0.0,0.0,0.1404,0.9412,0.2443,0.5,0.0938,0.1579,0.3571,0.1349,0.5079,0.0,0.9048,0.0952,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,LogisticRegression,0.0106,0.0222,0.0493,0.4508,-0.0223,2,0.0159,0.0952,0.0952,0.9048
2,0.001,0.4365,0.356,0.3536,0.356,0.3516,0.4325,0.3529,0.2667,0.3038,0.1364,0.1765,0.1538,0.5714,0.625,0.597,0.3571,0.1349,0.5079,0.2698,0.1746,0.5556,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,RandomForestClassifier,0.1035,0.202,0.1,2.0207,-0.0288,26,0.2063,0.5556,0.5556,0.4444
2,0.001,0.4444,0.3378,0.2975,0.3378,0.3154,0.4191,0.3621,0.4667,0.4078,0.0,0.0,0.0,0.5303,0.5469,0.5385,0.3571,0.1349,0.5079,0.4603,0.0159,0.5238,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,GradientBoostingClassifier,0.0482,0.0978,0.0864,1.1323,-0.0336,24,0.1905,0.5238,0.5238,0.4762
3,0.001,0.4444,0.3333,0.1481,0.3333,0.2051,0.2735,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,1.0,0.6154,0.4127,0.1429,0.4444,0.0,0.0,1.0,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,DummyMostFrequent,-0.0278,-0.0378,0.193,-0.1959,-0.192,1,0.0079,1.0,1.0,0.0
3,0.001,0.381,0.3312,0.3318,0.3312,0.3312,0.3779,0.3333,0.3269,0.3301,0.1875,0.1667,0.1765,0.4746,0.5,0.487,0.4127,0.1429,0.4444,0.4048,0.127,0.4683,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,DummyStratified,-0.0848,-0.1699,0.1193,-1.4237,-0.1331,62,0.4921,0.4683,0.4683,0.5317
3,0.001,0.2857,0.398,0.3005,0.398,0.2761,0.2562,0.3953,0.3269,0.3579,0.2121,0.7778,0.3333,0.2941,0.0893,0.137,0.4127,0.1429,0.4444,0.3413,0.5238,0.1349,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,LogisticRegression,-0.0947,-0.1956,0.0808,-2.4212,-0.0947,12,0.0952,0.1349,0.1349,0.8651
3,0.001,0.3095,0.2623,0.2651,0.2623,0.2573,0.2952,0.2821,0.2115,0.2418,0.1667,0.1111,0.1333,0.3467,0.4643,0.3969,0.4127,0.1429,0.4444,0.3095,0.0952,0.5952,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,RandomForestClassifier,-0.1617,-0.3392,0.1639,-2.0702,-0.2128,30,0.2381,0.5952,0.5952,0.4048
3,0.001,0.4444,0.3583,0.3611,0.3583,0.3494,0.4254,0.45,0.5192,0.4821,0.1667,0.0556,0.0833,0.4667,0.5,0.4828,0.4127,0.1429,0.4444,0.4762,0.0476,0.4762,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,GradientBoostingClassifier,0.0165,0.0447,0.1551,0.2882,-0.1088,46,0.3651,0.4762,0.4762,0.5238
4,0.001,0.4603,0.3333,0.1534,0.3333,0.2101,0.2902,0.0,0.0,0.0,0.0,0.0,0.0,0.4603,1.0,0.6304,0.3651,0.1746,0.4603,0.0,0.0,1.0,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,DummyMostFrequent,0.0619,0.1293,0.1344,0.9621,-0.0662,1,0.0079,1.0,1.0,0.0
4,0.001,0.4206,0.3658,0.3645,0.3658,0.3634,0.4135,0.4314,0.4783,0.4536,0.1875,0.1364,0.1579,0.4746,0.4828,0.4786,0.3651,0.1746,0.4603,0.4048,0.127,0.4683,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,DummyStratified,0.0195,0.0429,0.0922,0.466,-0.0515,62,0.4921,0.4683,0.4683,0.5317
4,0.001,0.1746,0.3333,0.0582,0.3333,0.0991,0.0519,0.0,0.0,0.0,0.1746,1.0,0.2973,0.0,0.0,0.0,0.3651,0.1746,0.4603,0.0,1.0,0.0,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
4,0.001,0.3095,0.3414,0.5125,0.3414,0.263,0.2526,0.3636,0.6087,0.4553,0.1739,0.3636,0.2353,1.0,0.0517,0.0984,0.3651,0.1746,0.4603,0.6111,0.3651,0.0238,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,RandomForestClassifier,0.0177,0.0353,0.0178,1.9847,-0.0005,6,0.0476,0.0238,0.0238,0.9762
4,0.001,0.254,0.2925,0.3777,0.2925,0.2463,0.247,0.2807,0.3478,0.3107,0.1525,0.4091,0.2222,0.7,0.1207,0.2059,0.3651,0.1746,0.4603,0.4524,0.4683,0.0794,1004,126,2015-03-30,2019-03-25,2019-03-26,2019-09-23,GradientBoostingClassifier,0.0424,0.0839,0.0401,2.0914,-0.0087,14,0.1111,0.0794,0.0794,0.9206
5,0.001,0.5159,0.3333,0.172,0.3333,0.2269,0.3511,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,1.0,0.6806,0.3889,0.0952,0.5159,0.0,0.0,1.0,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,DummyMostFrequent,-0.1573,-0.2709,0.3742,-0.7239,-0.3372,1,0.0079,1.0,1.0,0.0
5,0.001,0.4286,0.3364,0.3398,0.3364,0.3371,0.4359,0.4314,0.449,0.44,0.0625,0.0833,0.0714,0.5254,0.4769,0.5,0.3889,0.0952,0.5159,0.4048,0.127,0.4683,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,DummyStratified,-0.215,-0.4526,0.2448,-1.8492,-0.2812,62,0.4921,0.4683,0.4683,0.5317
5,0.001,0.1746,0.3997,0.4034,0.3997,0.1698,0.1437,0.6,0.1837,0.2812,0.1101,1.0,0.1983,0.5,0.0154,0.0299,0.3889,0.0952,0.5159,0.119,0.8651,0.0159,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,LogisticRegression,0.0112,0.0248,0.0723,0.343,-0.0291,2,0.0159,0.0159,0.0159,0.9841
5,0.001,0.3016,0.3836,0.3157,0.3836,0.2932,0.3038,0.3396,0.3673,0.3529,0.1591,0.5833,0.25,0.4483,0.2,0.2766,0.3889,0.0952,0.5159,0.4206,0.3492,0.2302,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,RandomForestClassifier,-0.1899,-0.3557,0.3585,-0.992,-0.282,13,0.1032,0.2302,0.2302,0.7698
5,0.001,0.3651,0.3331,0.3397,0.3331,0.2995,0.341,0.3563,0.6327,0.4559,0.1429,0.1667,0.1538,0.52,0.2,0.2889,0.3889,0.0952,0.5159,0.6905,0.1111,0.1984,1130,126,2015-03-30,2019-09-23,2019-09-24,2020-03-24,GradientBoostingClassifier,-0.1058,-0.1767,0.3034,-0.5825,-0.1835,12,0.0952,0.1984,0.1984,0.8016
6,0.001,0.5873,0.3333,0.1958,0.3333,0.2467,0.4346,0.0,0.0,0.0,0.0,0.0,0.0,0.5873,1.0,0.74,0.3651,0.0476,0.5873,0.0,0.0,1.0,1256,126,2015-03-30,2020-03-24,2020-03-25,2020-09-22,DummyMostFrequent,0.3177,0.5882,0.2678,2.1966,-0.0944,1,0.0079,1.0,1.0,0.0
6,0.001,0.4762,0.4245,0.3849,0.4245,0.3898,0.4919,0.3725,0.413,0.3918,0.1429,0.3333,0.2,0.6393,0.527,0.5778,0.3651,0.0476,0.5873,0.4048,0.1111,0.4841,1256,126,2015-03-30,2020-03-24,2020-03-25,2020-09-22,DummyStratified,0.2523,0.4613,0.1486,3.1039,-0.0479,62,0.4921,0.4841,0.4841,0.5159
6,0.001,0.2698,0.3392,0.3428,0.3392,0.2524,0.3285,0.3871,0.2609,0.3117,0.0476,0.5,0.087,0.5938,0.2568,0.3585,0.3651,0.0476,0.5873,0.246,0.5,0.254,1256,126,2015-03-30,2020-03-24,2020-03-25,2020-09-22,LogisticRegression,0.0842,0.1671,0.1045,1.5995,-0.0385,4,0.0317,0.254,0.254,0.746
6,0.001,0.4286,0.3474,0.357,0.3474,0.2898,0.39,0.4043,0.8261,0.5429,0.0,0.0,0.0,0.6667,0.2162,0.3265,0.3651,0.0476,0.5873,0.746,0.0635,0.1905,1256,126,2015-03-30,2020-03-24,2020-03-25,2020-09-22,RandomForestClassifier,0.2191,0.4121,0.1779,2.317,-0.0592,22,0.1746,0.1905,0.1905,0.8095
6,0.001,0.4841,0.4163,0.4131,0.4163,0.3812,0.4823,0.4177,0.7174,0.528,0.1111,0.1667,0.1333,0.7105,0.3649,0.4821,0.3651,0.0476,0.5873,0.627,0.0714,0.3016,1256,126,2015-03-30,2020-03-24,2020-03-25,2020-09-22,GradientBoostingClassifier,0.2153,0.4004,0.1431,2.7989,-0.0385,38,0.3016,0.3016,0.3016,0.6984
7,0.001,0.5159,0.3333,0.172,0.3333,0.2269,0.3511,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,1.0,0.6806,0.3889,0.0952,0.5159,0.0,0.0,1.0,1382,126,2015-03-30,2020-09-22,2020-09-23,2021-03-24,DummyMostFrequent,0.2164,0.4047,0.159,2.5447,-0.0735,1,0.0079,1.0,1.0,0.0
7,0.001,0.4127,0.3664,0.3595,0.3664,0.3623,0.4154,0.3725,0.3878,0.38,0.2143,0.25,0.2308,0.4918,0.4615,0.4762,0.3889,0.0952,0.5159,0.4048,0.1111,0.4841,1382,126,2015-03-30,2020-09-22,2020-09-23,2021-03-24,DummyStratified,0.0333,0.0724,0.1167,0.6206,-0.0704,62,0.4921,0.4841,0.4841,0.5159
7,0.001,0.0952,0.3333,0.0317,0.3333,0.058,0.0166,0.0,0.0,0.0,0.0952,1.0,0.1739,0.0,0.0,0.0,0.3889,0.0952,0.5159,0.0,1.0,0.0,1382,126,2015-03-30,2020-09-22,2020-09-23,2021-03-24,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
7,0.001,0.4048,0.3218,0.2839,0.3218,0.2709,0.3554,0.383,0.7347,0.5035,0.0,0.0,0.0,0.4688,0.2308,0.3093,0.3889,0.0952,0.5159,0.746,0.0,0.254,1382,126,2015-03-30,2020-09-22,2020-09-23,2021-03-24,RandomForestClassifier,-0.0312,-0.0616,0.0602,-1.023,-0.0465,22,0.1746,0.254,0.254,0.746
7,0.001,0.4048,0.3101,0.2784,0.3101,0.282,0.3789,0.3671,0.5918,0.4531,0.0,0.0,0.0,0.4681,0.3385,0.3929,0.3889,0.0952,0.5159,0.627,0.0,0.373,1382,126,2015-03-30,2020-09-22,2020-09-23,2021-03-24,GradientBoostingClassifier,-0.0198,-0.036,0.0888,-0.4057,-0.0786,37,0.2937,0.373,0.373,0.627
8,0.001,0.5159,0.3333,0.172,0.3333,0.2269,0.3511,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,1.0,0.6806,0.3333,0.1508,0.5159,0.0,0.0,1.0,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,DummyMostFrequent,0.144,0.275,0.1072,2.5666,-0.0401,1,0.0079,1.0,1.0,0.0
8,0.001,0.4048,0.3437,0.3509,0.3437,0.3446,0.4041,0.3137,0.381,0.3441,0.2143,0.1579,0.1818,0.5246,0.4923,0.5079,0.3333,0.1508,0.5159,0.4048,0.1111,0.4841,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,DummyStratified,0.0745,0.1461,0.0704,2.077,-0.024,62,0.4921,0.4841,0.4841,0.5159
8,0.001,0.1587,0.3385,0.384,0.3385,0.0981,0.0554,0.0,0.0,0.0,0.152,1.0,0.2639,1.0,0.0154,0.0303,0.3333,0.1508,0.5159,0.0,0.9921,0.0079,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,LogisticRegression,0.0151,0.0302,0.022,1.3733,-0.0005,2,0.0159,0.0079,0.0079,0.9921
8,0.001,0.4286,0.3343,0.3627,0.3343,0.3253,0.4103,0.3019,0.381,0.3368,0.25,0.0526,0.087,0.5362,0.5692,0.5522,0.3333,0.1508,0.5159,0.4206,0.0317,0.5476,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,RandomForestClassifier,0.04,0.0813,0.0749,1.085,-0.0353,49,0.3889,0.5476,0.5476,0.4524
8,0.001,0.4762,0.3863,0.3238,0.3863,0.343,0.4395,0.4,0.6667,0.5,0.0,0.0,0.0,0.5714,0.4923,0.5289,0.3333,0.1508,0.5159,0.5556,0.0,0.4444,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,GradientBoostingClassifier,0.117,0.2233,0.0608,3.6711,-0.0146,50,0.3968,0.4444,0.4444,0.5556
9,0.001,0.4841,0.3333,0.1614,0.3333,0.2175,0.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.4841,1.0,0.6524,0.4444,0.0714,0.4841,0.0,0.0,1.0,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,DummyMostFrequent,0.0227,0.0612,0.1802,0.3395,-0.1287,1,0.0079,1.0,1.0,0.0
